source_type,product_id,product_name,estado_producto,es_estacional,meses_estacionales,ultima_actividad,stock_actual,stock_minimo,stock_maximo,lead_time_dias,lote_minimo_produccion,observacion
PT,PT_0070,INDIAS S. AJO EN POLVO FCO 70G(0070),inactivo,False,"septiembre, julio, enero",2024-12-01,,,,,,
PT,PT_0025,INDIAS S. AJO PASTA BOT 300 GRS (0025),activo,False,"mayo, marzo, julio",2026-03-01,,,,,,
PT,PT_0018,INDIAS S. AJO PASTA BOT 470 GRS (0018),activo,False,"marzo, diciembre, octubre",2026-03-01,,,,,,
PT,PT_0278,INDIAS S. ALBAHACA FRASCO 12G (0278),activo,False,"marzo, septiembre, enero",2026-03-01,,,,,,
PT,PT_0520,INDIAS S. CANELA MOLIDA FCO 40G (0520),inactivo,True,"marzo, mayo, diciembre",2024-05-01,,,,,,
PT,PT_0087,INDIAS S. CEBOLLA  EN POLVO FCO 70G(0087),activo,False,"octubre, mayo, septiembre",2025-11-01,,,,,,
PT,PT_0261,INDIAS S. CEBOLLIN FRASCO 6G(0261),activo,True,"marzo, septiembre, octubre",2025-09-01,,,,,,
PT,PT_0100,INDIAS S. COMINO MOLIDO FCO 50GR(0100),inactivo,True,"enero, marzo, octubre",2024-05-01,,,,,,
PT,PT_0230,INDIAS S. CURCUMA FRASCO 50G(0230),activo,True,"marzo, mayo, octubre",2025-05-01,,,,,,
PT,PT_0247,INDIAS S. CURRY FRASCO 50G(0247),activo,False,"marzo, septiembre, octubre",2026-01-01,,,,,,
PT,PT_0216,INDIAS S. JENGIBRE FRASCO 40G (0216),activo,False,"marzo, enero, octubre",2026-03-01,,,,,,
PT,PT_0131,INDIAS S. OREGANO  FRASCO 12G (0131),activo,False,"enero, septiembre, octubre",2026-01-01,,,,,,
PT,PT_0124,INDIAS S. PAPRIKA FRASCO 40G (0124),activo,False,"marzo, enero, mayo",2025-05-01,,,,,,
PT,PT_0254,INDIAS S. PEREJIL FRASCO 15G (0254),activo,False,"marzo, diciembre, julio",2026-03-01,,,,,,
PT,PT_0117,INDIAS S. PIMIENTA MOLIDA FCO 55G(0117),inactivo,False,"enero, septiembre, marzo",2024-05-01,,,,,,
PT,PT_0179,INDIAS S. SAL HIMALAYA FRASCO 100G (0179),activo,True,"mayo, octubre, diciembre",2026-01-01,,,,,,
PT,PT_0506,INDIAS S. SAL HIMALAYA MOLIDA FCO 70G(0506),activo,False,"marzo, diciembre, mayo",2026-01-01,,,,,,
PT,PT_0186,INDIAS S. SAL MARINA FRASCO 90G(0186),activo,True,"diciembre, marzo, abril",2025-04-01,,,,,,
PT,PT_0421,INDIAS S. TOMILLO FCO 20GR (0421),activo,False,"enero, diciembre, mayo",2026-03-01,,,,,,
PT,PT_1012,ISHPINGO DISPLAY X 10 ($0.75) (1012),activo,True,"octubre, septiembre, noviembre",2025-11-01,,,,,,
PT,PT_2056,JENGIBRE DISP X 10 $0.25 (2056),inactivo,False,"junio, enero, abril",2024-05-01,,,,,,
PT,PT_7960,JENGIBRE EN POLVO KILO (7960),activo,False,"enero, agosto, junio",2026-03-01,,,,,,
PT,PT_1066,JENGIBRE FCO 40G (1066),activo,False,"enero, marzo, febrero",2026-03-01,,,,,,
PT,PT_9933,JENGIBRE FRASCO LINEAL 90G(9933),activo,False,"marzo, diciembre, febrero",2026-03-01,,,,,,
PT,PT_0347,LA ORIGINAL ACEITE GIRASOL 1000 ML (0347),activo,False,mayo,2025-05-01,,,,,,
PT,PT_7805,LA ORIGINAL ACHIOTE ACEITE 190 ML (7805),activo,True,"mayo, diciembre, enero",2026-03-01,,,,,,
PT,PT_0883,LA ORIGINAL ACHIOTE FDA 100G(0883),activo,False,"diciembre, marzo, febrero",2026-03-01,,,,,,
PT,PT_2473,LA ORIGINAL AJI ESCAMAS FCO 30G(2473),activo,False,"febrero, enero, marzo",2026-03-01,,,,,,
PT,PT_9175,LA ORIGINAL AJO DISPLAY X 15 (9175),activo,False,"julio, mayo, junio",2025-08-01,,,,,,
PT,PT_2510,LA ORIGINAL AJO POLVO FCO 70G(2510),activo,False,"enero, diciembre, febrero",2026-03-01,,,,,,
PT,PT_7188,LA ORIGINAL AJO POLVO FDA 500G (7188),activo,False,"diciembre, marzo, febrero",2026-03-01,,,,,,
PT,PT_5888,LA ORIGINAL AJO POLVO FDA 50G(5888),activo,False,"julio, marzo, febrero",2026-03-01,,,,,,
PT,PT_6549,LA ORIGINAL AJONJOLI FCO 60G(6549),inactivo,False,"marzo, febrero, mayo",2025-03-01,,,,,,
PT,PT_8147,LA ORIGINAL ALIÑO BOTELLA 500 GR (8147),activo,False,"diciembre, marzo, septiembre",2026-03-01,,,,,,
PT,PT_5374,LA ORIGINAL ALMIDON DE YUCA 320 (5374),activo,False,"septiembre, junio, octubre",2026-03-01,,,,,,
PT,PT_2376,LA ORIGINAL ALPISTE 1 KL (2376),activo,False,"febrero, enero, marzo",2026-03-01,,,,,,
PT,PT_0913,LA ORIGINAL ANIS ESPANOL FDA 25G(0913),activo,False,"marzo, febrero, diciembre",2026-03-01,,,,,,
PT,PT_0920,LA ORIGINAL ANIS ESTREL FDA 40G(0920),activo,False,"octubre, diciembre, enero",2026-03-01,,,,,,
PT,PT_0852,LA ORIGINAL CANELA  FDA 30G (0852),activo,False,"diciembre, marzo, octubre",2026-03-01,,,,,,
PT,PT_7218,LA ORIGINAL CANELA  RAMA FDA 500 G (7218),activo,False,"marzo, enero, febrero",2026-03-01,,,,,,
PT,PT_2572,LA ORIGINAL CANELA MOL FCO 40G(2572),activo,False,"diciembre, marzo, febrero",2026-03-01,,,,,,
PT,PT_7201,LA ORIGINAL CANELA MOL FDA 350G(7201),activo,False,"diciembre, marzo, noviembre",2026-03-01,,,,,,
PT,PT_0869,LA ORIGINAL CANELA MOL FDA 50G(0869),activo,False,"diciembre, marzo, julio",2026-03-01,,,,,,
PT,PT_7195,LA ORIGINAL CEBOLLA EN POLVO FDA 500G (7195),activo,False,"junio, abril, mayo",2025-07-01,,,,,,
PT,PT_5533,LA ORIGINAL CHIA SEMILLA DPYPACK 80G (5533),activo,True,"marzo, febrero, diciembre",2026-03-01,,,,,,
PT,PT_8987,LA ORIGINAL CHIMICHURRI BOTELLA 500 GR (8987)..,activo,False,"diciembre, julio, marzo",2026-03-01,,,,,,
PT,PT_0890,LA ORIGINAL CLAVO OLOR 25G(0890),activo,False,"diciembre, octubre, marzo",2026-03-01,,,,,,
PT,PT_0937,LA ORIGINAL COM MOL FDA 50G (0937),activo,False,"diciembre, marzo, enero",2026-03-01,,,,,,
PT,PT_2541,LA ORIGINAL COMINO MOL FCO 50G(2541),activo,False,"marzo, enero, diciembre",2026-03-01,,,,,,
PT,PT_7256,LA ORIGINAL COMINO MOL FDA 500G (7256),activo,False,"diciembre, septiembre, marzo",2026-03-01,,,,,,
PT,PT_2480,LA ORIGINAL CURCUMA FCO 50G(2480),activo,False,"marzo, diciembre, febrero",2026-03-01,,,,,,
PT,PT_2503,LA ORIGINAL CURRY FCO 50G(2503),activo,False,"enero, diciembre, marzo",2026-03-01,,,,,,
PT,PT_0982,LA ORIGINAL CURRY FDA 50G (0982),activo,False,"diciembre, enero, marzo",2026-03-01,,,,,,
PT,PT_7270,LA ORIGINAL ESENCIA DE VAINILLA 1000 ML (7270),activo,False,"marzo, diciembre, agosto",2026-03-01,,,,,,
PT,PT_0951,LA ORIGINAL LAUREL FDA 15G(0951),activo,False,"enero, diciembre, febrero",2026-03-01,,,,,,
PT,PT_0906,LA ORIGINAL LINAZA FDA 100G(0906),activo,False,"marzo, febrero, agosto",2026-03-01,,,,,,
PT,PT_9120,LA ORIGINAL MANI PASTA 140 GR (9120),activo,False,"febrero, marzo, diciembre",2026-03-01,,,,,,
PT,PT_2558,LA ORIGINAL OREGANO FCO 15G(2558),activo,False,"enero, diciembre, febrero",2026-03-01,,,,,,
PT,PT_0845,LA ORIGINAL OREGANO FDA 20G (0845),activo,False,"diciembre, marzo, febrero",2026-03-01,,,,,,
PT,PT_7249,LA ORIGINAL OREGANO FDA 300G (7249),activo,False,"febrero, enero, marzo",2026-03-01,,,,,,
PT,PT_2497,LA ORIGINAL PAPRIKA FCO 40G(2497),activo,False,"marzo, diciembre, enero",2026-03-01,,,,,,
PT,PT_7232,LA ORIGINAL PAPRIKA FDA 500 G(7232),activo,False,"diciembre, octubre, julio",2026-03-01,,,,,,
PT,PT_0944,LA ORIGINAL PIM MOL FDA 50G (0944),activo,False,"diciembre, marzo, enero",2026-03-01,,,,,,
PT,PT_0876,LA ORIGINAL PIM OLOR FDA 25G(0876),activo,False,"diciembre, octubre, enero",2026-03-01,,,,,,
PT,PT_2534,LA ORIGINAL PIMIENT MOL FCO 55G (2534),activo,False,"enero, marzo, diciembre",2026-03-01,,,,,,
PT,PT_7225,LA ORIGINAL PIMIENTA MOL FDA 500G (7225),activo,False,"diciembre, marzo, junio",2026-03-01,,,,,,
PT,PT_2527,LA ORIGINAL ROMERO FCO 20G(2527),activo,False,"enero, diciembre, marzo",2026-03-01,,,,,,
PT,PT_0968,LA ORIGINAL ROMERO FDA 25G(0968),activo,False,"enero, diciembre, noviembre",2026-03-01,,,,,,
PT,PT_2589,LA ORIGINAL SAZON AZAFRAN FCO 60G(2589),activo,False,"enero, diciembre, marzo",2026-03-01,,,,,,
PT,PT_8178,LA ORIGINAL SAZON COMPLETA BOTELLA 380 GR (8178),activo,False,"diciembre, octubre, marzo",2026-03-01,,,,,,
PT,PT_0975,LA ORIGINAL TOMILLO FDA 25G(0975),activo,False,"diciembre, enero, marzo",2026-03-01,,,,,,
PT,PT_5712,LAUREL DISPLAY X 10 ($0.25) (5712),activo,False,"enero, agosto, septiembre",2026-03-01,,,,,,
PT,PT_8349,"LAUREL DISPLAY X 15 (0,15)(8349)",inactivo,False,"enero, julio, agosto",2025-01-01,,,,,,
PT,PT_0244,LAUREL HOJA FDA 15 GRS(0244),activo,False,"enero, diciembre, marzo",2026-03-01,,,,,,
PT,PT_4860,LAUREL HOJA FDA 30 GRS(4860),activo,False,"octubre, enero, agosto",2026-01-01,,,,,,
PT,PT_7830,LAUREL KILO (7830),activo,False,"febrero, agosto, junio",2026-03-01,,,,,,
PT,PT_5409,LENTEJA FUNDA DE 500 GRS (5409),activo,False,"noviembre, diciembre, marzo",2026-03-01,,,,,,
PT,PT_5910,LINAZA DISPLAY X 10 ($0.25)(5910),activo,False,"febrero, enero, agosto",2026-03-01,,,,,,
PT,PT_8318,"LINAZA DISPLAY X 15 (0,10)(8318)",inactivo,False,"enero, marzo, agosto",2025-02-01,,,,,,
PT,PT_2132,LINAZA DOYPACK 100 GRS. (2132),activo,False,"marzo, febrero, mayo",2026-03-01,,,,,,
PT,PT_7885,LINAZA KILO (7885),activo,False,"julio, abril, mayo",2026-02-01,,,,,,
PT,PT_1002,MANI AJONJOLI DISPLAY X 10 (1002),inactivo,False,"mayo, febrero, agosto",2023-10-01,,,,,,
PT,PT_4440,MANI BALDE 4 KIL(4440),activo,False,"mayo, febrero, enero",2026-03-01,,,,,,
PT,PT_1521,MANI DULCE CON AJONJOLI TARRINA 145G (1521),activo,False,"febrero, noviembre, enero",2026-02-01,,,,,,
PT,PT_1514,MANI DULCE TARRINA 150G (1514),activo,False,"marzo, abril, octubre",2026-03-01,,,,,,
PT,PT_5614,MANI EN GRANO FUNDA 500 GRS (5614),inactivo,False,"abril, mayo, febrero",2023-06-01,,,,,,
PT,PT_1036,MANI FCO.PREMIUM 230GRS(1036),inactivo,False,"abril, enero, noviembre",2024-06-01,,,,,,
PT,PT_5743,MANI PAST DISPL X 10($0.25)(5743),activo,False,"junio, octubre, julio",2026-03-01,,,,,,
PT,PT_0930,MANI PAST DOYPACK 200 GRS (0930),activo,False,"marzo, diciembre, agosto",2025-11-01,,,,,,
PT,PT_0206,MANI PAST DOYPACK 400 GRS (0206),activo,False,"febrero, octubre, marzo",2026-03-01,,,,,,
PT,PT_4754,MANI PAST DOYPACK ZIPPER 200G(4754),activo,False,"febrero, marzo, abril",2026-03-01,,,,,,
PT,PT_0015,MANI PAST FDA 200 GRS(0015),activo,False,"marzo, febrero, abril",2026-03-01,,,,,,
PT,PT_1135,MANI PAST FDA 90 GRS (1135),activo,False,"marzo, noviembre, febrero",2026-03-01,,,,,,
PT,PT_1340,MANI PAST TARRI 200 GRS(1340),activo,False,"febrero, marzo, abril",2025-06-01,,,,,,
PT,PT_2279,MANI PAST TARRI 400GR(2279),activo,False,"marzo, mayo, febrero",2025-06-01,,,,,,
PT,PT_6634,MANI PASTA TARRINA 140G(6634),activo,True,"noviembre, febrero, enero",2026-03-01,,,,,,
PT,PT_6641,MANI PASTA TARRINA 60G(6641),activo,True,"octubre, febrero, marzo",2026-03-01,,,,,,
PT,PT_2377,MANI TOSTADO TARRINA 140G(2377),activo,False,"marzo, enero, febrero",2025-04-01,,,,,,
PT,PT_6832,MANI TOSTADO TARRINA 90G(6832),activo,False,"junio, mayo, octubre",2026-03-01,,,,,,
PT,PT_6702,MIEL DE ABEJA FRASCO 230G (6702),activo,False,"febrero, marzo, diciembre",2026-03-01,,,,,,
PT,PT_1248,MIX DE FRUTOS SECOS TARRINA 75G (1248),activo,False,"noviembre, octubre, febrero",2026-03-01,,,,,,
PT,PT_1071,MIX FRUTOS SECOS DISPLAY X 6 (35G)(1071),activo,True,"marzo, agosto, febrero",2026-03-01,,,,,,
PT,PT_1088,MIX FRUTOS SECOS DISPLAY X 6 (75G)(1088),activo,True,"marzo, febrero, septiembre",2026-03-01,,,,,,
PT,PT_3848,MIX FRUTOS SECOS DOYPACK  90G (3848),activo,False,"mayo, diciembre, octubre",2026-03-01,,,,,,
PT,PT_6139,MIX PIMIENTAS 1 KILO (6139),activo,True,"diciembre, marzo, octubre",2025-12-01,,,,,,
PT,PT_9841,MIX PIMIENTAS FCO LINEAL 90G(9841),inactivo,False,"enero, febrero, mayo",2023-05-01,,,,,,
PT,PT_6146,MIX PIMIENTOS DESHIDRATADOS 1 KILO (6146),inactivo,True,"noviembre, agosto, marzo",2024-08-01,,,,,,
PT,PT_4463,MIX PIMIENTOS FCO 25G(4463),activo,False,"diciembre, febrero, enero",2026-03-01,,,,,,
PT,PT_2bcdeb429f,MIX VEGETALES DESHIDRATADAS 1 KILO,inactivo,False,enero,2025-01-01,,,,,,
PT,PT_4425,MIX VEGETALES DOYPACK 100 GR (4425),inactivo,False,"mayo, octubre, agosto",2023-10-01,,,,,,
PT,PT_2100,MOLINILLO AJO TROCEADO 50G(2100),inactivo,False,enero,2023-01-01,,,,,,
PT,PT_0748,MOLINILLO MIX PIMIENTAS 55G (0748),activo,False,"enero, octubre, diciembre",2026-03-01,,,,,,
PT,PT_0663,MOLINILLO SAL HIMALAYA 100G (0663),activo,False,"octubre, noviembre, febrero",2026-03-01,,,,,,
PT,PT_0700,MOLINILLO SAL MARINA 100G (0700),activo,False,"octubre, febrero, marzo",2026-03-01,,,,,,
PT,PT_5454,MOROCHO PARTIDO FUNDA DE 500 GR (5454),activo,False,"noviembre, marzo, enero",2026-03-01,,,,,,
PT,PT_0428,NUECES CASCARA FDA 200 GRS(0428,activo,True,"octubre, noviembre, diciembre",2025-04-01,,,,,,
PT,PT_0985,NUECES CASCARA FDA 400 GRS(0985,activo,False,"diciembre, enero, septiembre",2025-04-01,,,,,,
PT,PT_4471,NUECES CASCARA FDA 90G(4471),activo,False,"enero, febrero, mayo",2025-04-01,,,,,,
PT,PT_1095,NUECES DISPLAY X 6 (35G) (1095),activo,False,"marzo, noviembre, julio",2025-11-01,,,,,,
PT,PT_1189,NUECES PELADAS 1 KILO (1189),activo,True,"diciembre, agosto, octubre",2026-03-01,,,,,,
PT,PT_3794,NUECES PELADAS DOYPACK 55G (3794),activo,False,"marzo, diciembre, octubre",2026-03-01,,,,,,
PT,PT_0558,NUECES PELADAS FDA 200 GRS(0558,activo,False,"diciembre, abril, febrero",2026-03-01,,,,,,
PT,PT_0978,NUECES PELADAS FDA 400 GRS(0978),activo,False,"diciembre, enero, abril",2025-12-01,,,,,,
PT,PT_4464,NUECES PELADAS FDA 90G(4464),activo,False,"diciembre, mayo, enero",2026-03-01,,,,,,
PT,PT_1262,NUECES PELADAS TARRINA 50GRS (1262),activo,True,"febrero, marzo, julio",2026-03-01,,,,,,
PT,PT_1660,NUEZ MOSCADA FRASCO DE 50G(1660),activo,False,"enero, diciembre, agosto",2026-03-01,,,,,,
PT,PT_e739d345e6,NUEZ MOSCADA KILO,activo,True,"agosto, febrero, julio",2026-02-01,,,,,,
PT,PT_9858,OREGANO FCO LINEAL 20G(9858),activo,False,"enero, marzo, octubre",2026-03-01,,,,,,
PT,PT_5736,OREGANO HOJA  DISPLAY X 10 ($0.25)(5736),activo,False,"enero, febrero, marzo",2026-03-01,,,,,,
PT,PT_8455,OREGANO HOJA  DISPLAY X 15 (0.10)(8455),activo,False,"enero, octubre, septiembre",2026-03-01,,,,,,
PT,PT_0816,OREGANO HOJA  FCO 12G(0816),activo,False,"marzo, enero, octubre",2026-03-01,,,,,,
PT,PT_4517,OREGANO HOJA  FCO 90 GR (4517),activo,False,"septiembre, noviembre, octubre",2026-02-01,,,,,,
PT,PT_7136,OREGANO HOJA  FUNDA 500 G (7136),activo,False,"diciembre, septiembre, octubre",2026-03-01,,,,,,
PT,PT_0145,OREGANO HOJA FUNDA  25 GR(0145),activo,False,"enero, febrero, octubre",2026-03-01,,,,,,
PT,PT_0435,OREGANO HOJA FUNDA 50 GRS. (0435),activo,False,"enero, octubre, marzo",2026-03-01,,,,,,
PT,PT_7786,OREGANO KILO (7786),activo,False,"octubre, enero, agosto",2026-02-01,,,,,,
PT,PT_1073,OREGANO MOL FCO 35G(1073),activo,False,"enero, octubre, septiembre",2026-03-01,,,,,,
PT,PT_9865,OREGANO MOL FCO LINEAL 90G(9865),activo,False,"marzo, enero, octubre",2026-03-01,,,,,,
PT,PT_5980,OREGANO MOLIDO FDA. 50GRS.(5980),activo,False,"octubre, marzo, enero",2026-03-01,,,,,,
PT,PT_44b8ed9a34,OREGANO MOLIDO FUNDA 500 G,activo,False,agosto,2025-08-01,,,,,,
PT,PT_7793,OREGANO MOLIDO KILO (7793),activo,False,"enero, diciembre, septiembre",2026-03-01,,,,,,
PT,PT_1712,PANELA MOLIDA CON LIMON 135G (1712),activo,True,"agosto, enero, febrero",2026-02-01,,,,,,
PT,PT_0838,PANELA MOLIDA FDA 385G (0838),activo,False,"febrero, mayo, noviembre",2026-02-01,,,,,,
PT,PT_9995,PAPRIKA  FRASCO LINEAL 100G(9995),activo,False,"enero, diciembre, marzo",2026-03-01,,,,,,
PT,PT_058f49d785,PAPRIKA  PURA  FUNDA 1 KILO,activo,False,septiembre,2025-09-01,,,,,,
PT,PT_2025,PAPRIKA DISP X 10 $0.25 (2025),activo,False,"enero, marzo, julio",2026-03-01,,,,,,
PT,PT_1127,PAPRIKA FCO 40G (1127),activo,False,"enero, marzo, diciembre",2026-03-01,,,,,,
PT,PT_4500,PAPRIKA FCO 460 GR (4500),activo,False,"enero, febrero, noviembre",2026-03-01,,,,,,
PT,PT_1356,PAPRIKA KILO (1356),activo,False,"enero, febrero, octubre",2026-03-01,,,,,,
PT,PT_3756,PASAS CIRUELA DOYPACK  200G (3756),activo,False,"diciembre, enero, agosto",2026-03-01,,,,,,
PT,PT_3770,PASAS DOYPACK 150G (3770),activo,False,"marzo, diciembre, enero",2026-03-01,,,,,,
PT,PT_1172,PASAS NATURALES FUNDA 1 KILO(1172),inactivo,True,"diciembre, noviembre",2024-12-01,,,,,,
PT,PT_5201,PASAS NATURALES FUNDA 100 GRS (5201),activo,False,"enero, diciembre, mayo",2026-03-01,,,,,,
PT,PT_0459,PASAS NATURALES FUNDA 200G (0459),activo,False,"diciembre, noviembre, octubre",2026-03-01,,,,,,
PT,PT_0992,PASAS NATURALES FUNDA 400G(0992),activo,False,"diciembre, noviembre, mayo",2026-03-01,,,,,,
PT,PT_a0a99c10be,PASAS NATURALES GRANEL KG,inactivo,False,"mayo, enero, marzo",2023-05-01,,,,,,
PT,PT_7946,PEREJIL DESHIDRATADO KILO (7946),activo,False,"enero, noviembre, mayo",2026-03-01,,,,,,
PT,PT_1950,PEREJIL DISP X 10 $0.25 (1950),inactivo,False,"junio, julio, octubre",2024-02-01,,,,,,
PT,PT_1080,PEREJIL FCO 15G (1080),activo,False,"enero, marzo, diciembre",2026-03-01,,,,,,
PT,PT_6017,PEREJIL FD.25 GRS.(6017),activo,False,"octubre, febrero, enero",2026-03-01,,,,,,
PT,PT_9889,PEREJIL FRASCO LINEAL 40G(9889),activo,False,"enero, marzo, febrero",2026-03-01,,,,,,
PT,PT_5767,PIMIENTA DE OLOR DISPLAY X10 ($0.25) (5767),activo,False,"octubre, noviembre, julio",2026-03-01,,,,,,
PT,PT_8271,PIMIENTA DE OLOR DISPLAY X15 ($0.15)(8271),activo,False,"octubre, enero, julio",2026-03-01,,,,,,
PT,PT_4456,PIMIENTA DE OLOR FCO 30G(4456),inactivo,True,"febrero, marzo, enero",2024-01-01,,,,,,
PT,PT_0176,PIMIENTA DE OLOR FDA 25GR(0176),activo,False,"noviembre, octubre, septiembre",2026-03-01,,,,,,
PT,PT_0732,PIMIENTA DE OLOR FDA 50GR(0732),activo,False,"septiembre, octubre, enero",2026-03-01,,,,,,
PT,PT_7099,PIMIENTA DE OLOR FUNDA 500 G (7099),activo,True,"septiembre, enero, febrero",2026-03-01,,,,,,
PT,PT_7878,PIMIENTA DE OLOR KILO (7878),activo,False,"octubre, agosto, enero",2026-03-01,,,,,,
PT,PT_4272,PIMIENTA GRANO FCO 40G(4272),inactivo,True,"febrero, enero, julio",2024-02-01,,,,,,
PT,PT_9827,PIMIENTA MOL FCO LINEAL 120G(9827),activo,False,"enero, marzo, diciembre",2026-03-01,,,,,,
PT,PT_5774,PIMIENTA MOLIDA DISPLAY X 10 ($0.25)(5774),activo,False,"enero, julio, octubre",2026-03-01,,,,,,
PT,PT_4524,PIMIENTA MOLIDA FCO 550 GR (4524),activo,False,"abril, noviembre, febrero",2026-03-01,,,,,,
PT,PT_0847,PIMIENTA MOLIDA FCO 55G(0847),activo,False,"enero, marzo, octubre",2026-03-01,,,,,,
PT,PT_7854,PIMIENTA NEGRA EN GRANO KILO (7854),activo,False,"marzo, mayo, febrero",2026-03-01,,,,,,
PT,PT_8288,PIMIENTA NEGRA MOLIDA DISPLAYX15 ($0.10)(8288),activo,False,"julio, enero, octubre",2026-03-01,,,,,,
PT,PT_7861,PIMIENTA NEGRA MOLIDA KILO (7861),activo,False,"noviembre, octubre, febrero",2026-03-01,,,,,,
PT,PT_2170,PIMIENTA PIC MOL FDA 100GR(2170),activo,False,"marzo, enero, septiembre",2026-03-01,,,,,,
PT,PT_2422,PIMIENTA PIC MOL FDA 50GR(2422),activo,False,"enero, noviembre, marzo",2026-03-01,,,,,,
PT,PT_5461,QUINUA FUNDA DE 500 GRS (5461),activo,False,"marzo, noviembre, febrero",2026-03-01,,,,,,
PT,PT_7922,ROMERO DESHIDRATADO KILO (7922),activo,False,"diciembre, enero, mayo",2026-03-01,,,,,,
PT,PT_1981,ROMERO DISP X 10 $0.25 (1981),activo,False,"enero, diciembre, septiembre",2026-03-01,,,,,,
PT,PT_1011,ROMERO FCO 15G (1011),activo,False,"enero, diciembre, marzo",2026-03-01,,,,,,
PT,PT_9872,ROMERO FCO LINEAL 30G(9872),activo,False,"enero, diciembre, marzo",2026-03-01,,,,,,
PT,PT_6079,ROMERO FDA.25 GRS.(6079),activo,False,"diciembre, enero, marzo",2026-03-01,,,,,,
PT,PT_6086,ROMERO FDA.50 GRS.(6086),activo,False,"septiembre, junio, enero",2026-03-01,,,,,,
PT,PT_a3a7223460,ROMERO MOLIDO KILO,inactivo,False,agosto,2023-08-01,,,,,,
PT,PT_4917f1e779,SABOR CHEDDAR IDENTICO AL NATURAL-FABA,activo,True,"diciembre, agosto, octubre",2026-03-01,,,,,,
PT,PT_9a5d52e422,SABOR HABANERO IDENTICO AL NATURAL-FABA,activo,True,"noviembre, octubre, julio",2026-03-01,,,,,,
PT,PT_e28433a1d1,SABORIZANTE BBQ IDENTICO AL NATURAL-FABA,activo,True,"septiembre, febrero",2026-02-01,,,,,,
PT,PT_875f690887,SABORIZANTE CEVICHE IDENTICO AL NATURAL-FABA,activo,False,diciembre,2025-12-01,,,,,,
PT,PT_05202dfd31,SABORIZANTE GUACAMOLE IDENTICO AL NATURAL-FABA,activo,True,"diciembre, septiembre, marzo",2026-03-01,,,,,,
PT,PT_bbcfb12c5e,SABORIZANTE POLLO ASADO IDENTICO AL NATURAL-FABA,activo,True,"septiembre, marzo",2026-03-01,,,,,,
PT,PT_1486,SAL DE MESA  FCO 120G (1486),inactivo,False,"abril, febrero, mayo",2023-10-01,,,,,,
PT,PT_0038,SAL DE MESA  FCO LINEAL 200G(0038),inactivo,True,"abril, enero, febrero",2024-01-01,,,,,,
PT,PT_1363,SAL HIMALAYA  KILO(1363),activo,False,"julio, febrero, octubre",2026-03-01,,,,,,
PT,PT_1493,SAL HIMALAYA FCO 100G (1493),activo,False,"enero, febrero, marzo",2026-03-01,,,,,,
PT,PT_1271,SAL HIMALAYA FCO LINEAL 180G(1271),activo,False,"enero, mayo, marzo",2026-03-01,,,,,,
PT,PT_2131,SAL HIMALAYA GRANO DOYPACK 200G (2131),activo,False,"octubre, noviembre, febrero",2026-03-01,,,,,,
PT,PT_2148,SAL HIMALAYA MOLID DOYPACK 200G(2148),activo,False,"marzo, octubre, noviembre",2026-03-01,,,,,,
PT,PT_2124,SAL HIMALAYA MOLIDA FCO 70G(2124),activo,False,"enero, febrero, octubre",2026-03-01,,,,,,
PT,PT_4562,SAL HIMALAYA MOLIDA FCO 900 GR (4562),activo,False,"octubre, febrero, marzo",2026-03-01,,,,,,
PT,PT_1370,SAL HIMALAYA MOLIDA KILO (1370),activo,False,"julio, febrero, marzo",2026-03-01,,,,,,
PT,PT_0809,SAL MARINA FRASCO 90G(0809),activo,False,"enero, marzo, febrero",2026-03-01,,,,,,
PT,PT_7211,SAL MARINA PARRILLERA 500G (7211),activo,False,"marzo, febrero",2026-03-01,,,,,,
PT,PT_9698,SAL PARRILLERA FCO LINEAL 180G(9698),activo,False,"enero, marzo, febrero",2026-03-01,,,,,,
PT,PT_7991,SAL PARRILLERA KILO (7991),activo,False,"febrero, enero, noviembre",2026-03-01,,,,,,
PT,PT_1042,SAZONADOR AZAFRAN FCO 60G(1042),activo,False,"enero, febrero, agosto",2026-03-01,,,,,,
PT,PT_0000,SAZONADOR AZAFRAN KILO (0000),activo,False,"enero, octubre, julio",2026-03-01,,,,,,
PT,PT_9773,SAZONADOR AZAFRAN LINEAL 130GR (9773),activo,False,"enero, septiembre, marzo",2026-03-01,,,,,,
PT,PT_4827,SMART SELECTION ACEITE GIRASOL  5L (4827),inactivo,True,"julio, febrero, marzo",2024-09-01,,,,,,
PT,PT_3868,SMART SELECTION AJO EN POLVO TWOPACK 300G (3868),activo,False,"diciembre, junio, febrero",2026-03-01,,,,,,
PT,PT_3851,SMART SELECTION CANELA RAMA TWOPACK 100G (3851),activo,False,"diciembre, febrero, junio",2026-03-01,,,,,,
PT,PT_3912,SMART SELECTION CEBOLLA POLVO TWOPACK 300G (3912),activo,False,"diciembre, junio, marzo",2026-03-01,,,,,,
PT,PT_3844,SMART SELECTION COMINO MOLIDO TWOPACK 300G (3844),activo,False,"junio, diciembre, febrero",2026-03-01,,,,,,
PT,PT_3875,SMART SELECTION CURCUMA TWOPACK 250G (3875),activo,False,"junio, marzo, diciembre",2026-03-01,,,,,,
PT,PT_3882,SMART SELECTION CURRY TWOPACK 250G (3882),activo,True,"junio, mayo, diciembre",2025-09-01,,,,,,
